folio,fecha_creacion,hora_creacion,dia_semana,codigo_cierre,fecha_cierre,aÃ±o_cierre,mes_cierre,hora_cierre,delegacion_inicio,incidente_c4,latitud,longitud,clas_con_f_alarma,tipo_entrada,delegacion_cierre,geopoint,mes
C5/190502/06829,02/05/2019,19:31:06,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,19:50:23,IZTAPALAPA,accidente-choque sin lesionados,19.33881003,-99.11314008,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.33881003,-99.11314008",5
C5/190502/06838,02/05/2019,19:32:47,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,19:44:04,GUSTAVO A. MADERO,accidente-choque sin lesionados,19.47684996,-99.14016996,EMERGENCIA,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.47684996,-99.14016996",5
GA/190502/01346,02/05/2019,06:49:21,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,07:55:54,VENUSTIANO CARRANZA,lesionado-atropellado,19.438127,-99.083937,URGENCIAS MEDICAS,BOTÃ“N DE AUXILIO,VENUSTIANO CARRANZA,"19.438127,-99.083937",5
C5/190502/07536,02/05/2019,21:04:09,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,22:04:59,BENITO JUAREZ,accidente-motociclista,19.36737999,-99.15594984,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.36737999,-99.15594984",5
AO/190502/04551,02/05/2019,14:52:14,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,14:56:23,AZCAPOTZALCO,accidente-choque sin lesionados,19.463561,-99.187967,EMERGENCIA,BOTÃ“N DE AUXILIO,AZCAPOTZALCO,"19.463561,-99.187967",5
IZ/190502/03359,02/05/2019,12:13:53,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,16:58:09,TLAHUAC,accidente-choque sin lesionados,19.310015,-99.040598,EMERGENCIA,BOTÃ“N DE AUXILIO,TLAHUAC,"19.310015,-99.040598",5
C5/190502/07534,02/05/2019,21:03:22,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,21:27:33,IZTAPALAPA,accidente-choque sin lesionados,19.37168001,-99.08024004,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.37168001,-99.08024004",5
C5/190502/07722,02/05/2019,21:25:08,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,21:29:08,IZTAPALAPA,accidente-choque con lesionados,19.35819,-99.03534984,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.35819,-99.03534984",5
C5/190502/02460,02/05/2019,10:05:45,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,10:06:52,CUAJIMALPA,accidente-choque con lesionados,19.36211004,-99.26605008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAJIMALPA,"19.36211004,-99.26605008",5
C5/190502/02603,02/05/2019,10:28:01,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,11:03:51,BENITO JUAREZ,accidente-choque sin lesionados,19.36783998,-99.18078012,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.36783998,-99.18078012",5
C5/190502/01584,02/05/2019,07:35:49,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,08:51:49,IZTAPALAPA,accidente-choque sin lesionados,19.34805996,-99.06226992,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.34805996,-99.06226992",5
C5/190502/04678,02/05/2019,15:08:15,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,15:46:06,IZTACALCO,accidente-persona atrapada / desbarrancada,19.403516,-99.119248,EMERGENCIA,LLAMADA DEL 911,IZTACALCO,"19.403516,-99.119248",5
C5/190502/03041,02/05/2019,11:26:27,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,12:14:39,VENUSTIANO CARRANZA,accidente-choque sin lesionados,19.429154,-99.113753,EMERGENCIA,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.429154,-99.113753",5
C5/190502/08043,02/05/2019,22:09:48,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,22:17:30,IZTAPALAPA,lesionado-atropellado,19.34308998,-99.04404996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34308998,-99.04404996",5
C5/190502/05298,02/05/2019,16:28:18,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,17:44:43,MIGUEL HIDALGO,accidente-choque sin lesionados,19.43496,-99.21195,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43496,-99.21195",5
C5/190502/08094,02/05/2019,22:16:28,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,22:21:43,GUSTAVO A. MADERO,accidente-choque con lesionados,19.49109003,-99.13615992,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.49109003,-99.13615992",5
C5/190502/04125,02/05/2019,13:59:35,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,15:49:08,IZTACALCO,lesionado-atropellado,19.39375998,-99.08638992,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.39375998,-99.08638992",5
C5/190502/03881,02/05/2019,13:26:33,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,15:42:00,GUSTAVO A. MADERO,accidente-choque con lesionados,19.52710002,-99.14082012,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.52710002,-99.14082012",5
C5/190502/06018,02/05/2019,17:56:35,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,18:16:39,ALVARO OBREGON,accidente-choque con lesionados,19.38216996,-99.23915016,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.38216996,-99.23915016",5
C5/190502/06239,02/05/2019,18:22:25,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,18:40:27,CUAUHTEMOC,accidente-choque sin lesionados,19.41003,-99.16898004,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.41003,-99.16898004",5
C5/190502/05035,02/05/2019,15:49:38,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,15:59:19,IZTAPALAPA,accidente-choque sin lesionados,19.35241002,-99.0153,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.35241002,-99.0153",5
C5/190502/03201,02/05/2019,11:48:41,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,21:28:35,IZTAPALAPA,accidente-choque sin lesionados,19.37481003,-99.09812016,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.37481003,-99.09812016",5
C5/190502/04271,02/05/2019,14:20:27,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,17:59:29,BENITO JUAREZ,accidente-choque con lesionados,19.39201002,-99.17295012,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.39201002,-99.17295012",5
C5/190502/03459,02/05/2019,12:25:48,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,12:50:03,IZTAPALAPA,accidente-choque con lesionados,19.38196998,-99.01720008,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.38196998,-99.01720008",5
C5/190502/00128,02/05/2019,00:19:39,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,02:23:22,BENITO JUAREZ,accidente-choque sin lesionados,19.36495998,-99.19076004,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.36495998,-99.19076004",5
C5/190501/06747,01/05/2019,20:28:58,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,00:14:43,GUSTAVO A. MADERO,accidente-choque sin lesionados,19.49221998,-99.08547012,EMERGENCIA,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.49221998,-99.08547012",5
C5/190502/08672,02/05/2019,23:42:40,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,23:45:39,IZTAPALAPA,accidente-choque sin lesionados,19.31711,-99.073997,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.31711,-99.073997",5
C5/190502/07351,02/05/2019,20:38:55,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,20:59:22,MIGUEL HIDALGO,accidente-choque sin lesionados,19.45863999,-99.20288988,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.45863999,-99.20288988",5
C5/190502/08061,02/05/2019,22:11:26,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,22:17:54,IZTAPALAPA,lesionado-atropellado,19.34290998,-99.04615992,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34290998,-99.04615992",5
C5/190502/08291,02/05/2019,22:41:31,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,23:35:27,TLALPAN,accidente-choque sin lesionados,19.30030002,-99.12489012,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.30030002,-99.12489012",5
C5/190502/00388,02/05/2019,01:12:12,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,01:15:14,BENITO JUAREZ,accidente-persona atrapada / desbarrancada,19.36626003,-99.16754004,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.36626003,-99.16754004",5
C5/190502/03988,02/05/2019,13:39:47,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,14:03:00,BENITO JUAREZ,accidente-choque sin lesionados,19.38966003,-99.16652988,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.38966003,-99.16652988",5
C5/190502/06659,02/05/2019,19:12:20,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,19:17:23,IZTACALCO,accidente-choque sin lesionados,19.38798,-99.06008004,EMERGENCIA,LLAMADA DEL 911,IZTACALCO,"19.38798,-99.06008004",5
C5/190502/08493,02/05/2019,23:09:31,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,23:26:09,BENITO JUAREZ,accidente-choque sin lesionados,19.38896001,-99.17452008,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.38896001,-99.17452008",5
C5/190502/04981,02/05/2019,15:45:50,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,17:11:23,COYOACAN,accidente-choque sin lesionados,19.33659,-99.14699988,EMERGENCIA,LLAMADA DEL 911,COYOACAN,"19.33659,-99.14699988",5
C5/190502/04567,02/05/2019,14:54:04,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,18:09:29,MAGDALENA CONTRERAS,accidente-choque sin lesionados,19.31715,-99.25647012,EMERGENCIA,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.31715,-99.25647012",5
C5/190502/03963,02/05/2019,13:36:59,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,14:20:30,CUAUHTEMOC,accidente-choque sin lesionados,19.404,-99.14415012,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.404,-99.14415012",5
C5/190502/07964,02/05/2019,21:57:00,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,22:03:38,IZTAPALAPA,accidente-choque sin lesionados,19.34029998,-99.01955016,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.34029998,-99.01955016",5
C5/190502/06610,02/05/2019,19:06:40,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,20:56:52,CUAUHTEMOC,accidente-persona atrapada / desbarrancada,19.446327,-99.153465,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.446327,-99.153465",5
C5/190502/08591,02/05/2019,23:22:25,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,23:31:46,IZTAPALAPA,accidente-choque sin lesionados,19.374455,-99.090967,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.374455,-99.090967",5
GA/190502/02081,02/05/2019,09:05:34,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,09:08:53,VENUSTIANO CARRANZA,accidente-choque sin lesionados,19.450057,-99.09166,EMERGENCIA,BOTÃ“N DE AUXILIO,VENUSTIANO CARRANZA,"19.450057,-99.09166",5
C5/190502/02719,02/05/2019,10:42:26,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,11:23:57,MIGUEL HIDALGO,accidente-choque sin lesionados,19.43352999,-99.17172,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43352999,-99.17172",5
C5/190502/04766,02/05/2019,15:19:31,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,15:22:47,CUAUHTEMOC,lesionado-atropellado,19.43658999,-99.15693012,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.43658999,-99.15693012",5
C5/190502/04347,02/05/2019,14:28:50,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,18:04:21,MIGUEL HIDALGO,accidente-choque con lesionados,19.39705002,-99.18528984,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.39705002,-99.18528984",5
C5/190502/02639,02/05/2019,10:34:16,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,10:36:17,MIGUEL HIDALGO,accidente-choque sin lesionados,19.43373996,-99.19564992,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43373996,-99.19564992",5
C5/190502/02504,02/05/2019,10:15:43,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,10:20:37,AZCAPOTZALCO,accidente-choque sin lesionados,19.45963998,-99.16273008,EMERGENCIA,LLAMADA DEL 911,AZCAPOTZALCO,"19.45963998,-99.16273008",5
C5/190502/01924,02/05/2019,08:36:30,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,08:45:24,CUAJIMALPA,accidente-choque con lesionados,19.36211004,-99.26605008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAJIMALPA,"19.36211004,-99.26605008",5
C5/190502/02042,02/05/2019,08:56:53,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,12:04:22,MIGUEL HIDALGO,accidente-choque sin lesionados,19.40263002,-99.17105004,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.40263002,-99.17105004",5
CH/190502/07164,02/05/2019,20:16:29,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,23:09:02,CUAUHTEMOC,accidente-choque sin lesionados,19.464265,-99.144624,EMERGENCIA,BOTÃ“N DE AUXILIO,CUAUHTEMOC,"19.464265,-99.144624",5
IZ/190502/08586,02/05/2019,23:24:37,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,23:27:32,IZTAPALAPA,accidente-choque con lesionados,19.342183,-99.041187,URGENCIAS MEDICAS,BOTÃ“N DE AUXILIO,IZTAPALAPA,"19.342183,-99.041187",5
C5/190502/00276,02/05/2019,00:41:03,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,01:03:41,TLALPAN,accidente-choque sin lesionados,19.27397997,-99.14904,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.27397997,-99.14904",5
C5/190502/02470,02/05/2019,10:07:31,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,10:11:48,AZCAPOTZALCO,accidente-choque con lesionados,19.47609,-99.16389,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.47609,-99.16389",5
C5/190502/07770,02/05/2019,21:32:15,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,21:41:15,AZCAPOTZALCO,accidente-choque con lesionados,19.50190002,-99.20491992,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.50190002,-99.20491992",5
